FID,Id,ORIG_FID,FID_FTroad,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Leng,level,Shape_Le_1,POINT_X,POINT_Y
1202,0,2408,1460,855206669,5115,tertiary,新闻路, ,F,0,0,F,F,0.008142825,1,0.004275112,114.0378567,22.54421179
1203,0,2408,1460,855206669,5115,tertiary,新闻路, ,F,0,0,F,F,0.008142825,1,0.004275112,114.0368953,22.54405761
1204,0,2408,1460,855206669,5115,tertiary,新闻路, ,F,0,0,F,F,0.008142825,1,0.004275112,114.0359338,22.54390344
1205,0,2414,1460,855206669,5115,tertiary,新闻路, ,F,0,0,F,F,0.008142825,1,0.002155932,114.0410424,22.54441
1206,0,2414,1460,855206669,5115,tertiary,新闻路, ,F,0,0,F,F,0.008142825,1,0.002155932,114.0400687,22.54440663
1207,0,2419,1460,855206669,5115,tertiary,新闻路, ,F,0,0,F,F,0.008142825,1,0.001611521,114.0426798,22.54441864
1208,0,2424,400,96334002,5114,secondary,红荔西路, ,F,0,0,F,F,0.008057409,1,0.001044289,114.0179272,22.54427212
1209,0,2426,615,241490250,5133,primary_link, , ,F,0,0,F,F,0.001809696,1,0.001827717,114.0577756,22.54359555
1210,0,2427,618,245389534,5133,primary_link, , ,F,0,1,T,F,0.002287444,1,0.00241595,114.0436109,22.54376378
1211,0,2427,618,245389534,5133,primary_link, , ,F,0,1,T,F,0.002287444,1,0.00241595,114.0435555,22.54279567
1212,0,2428,622,245389552,5133,primary_link, , ,F,0,1,T,F,0.002258058,1,0.002355558,114.0451791,22.54335146
1213,0,2428,622,245389552,5133,primary_link, , ,F,0,1,T,F,0.002258058,1,0.002355558,114.0448461,22.54424034
1214,0,2433,2569,1080860983,5114,secondary,红荔西路, ,F,0,0,F,F,0.00239426,1,0.002400136,114.0198562,22.5444487
1215,0,2433,2569,1080860983,5114,secondary,红荔西路, ,F,0,0,F,F,0.00239426,1,0.002400136,114.0208188,22.54459518
1216,0,2435,400,96334002,5114,secondary,红荔西路, ,F,0,0,F,F,0.008057409,1,0.001118776,114.0190305,22.54445699
1217,0,2447,216,40988609,5133,primary_link, , ,F,0,0,F,F,0.001244909,1,0.001293897,114.0510716,22.54386572
1218,0,2449,939,535867196,5133,primary_link, , ,F,0,0,F,F,0.0021303,1,0.001666155,114.051279,22.54415201
1219,0,2453,404,96334027,5113,primary,红荔路, ,F,0,1,T,F,0.003684687,1,0.001387274,114.0203986,22.54468663
1220,0,2466,2567,1080860981,5114,secondary,红荔西路, ,F,0,0,F,F,0.00285555,1,0.002376153,114.02023,22.54481662
1221,0,2466,2567,1080860981,5114,secondary,红荔西路, ,F,0,0,F,F,0.00285555,1,0.002376153,114.0192828,22.54459869
1222,0,2474,1763,962310883,5113,primary,新洲路, ,F,0,0,F,F,0.0065773,1,0.001505822,114.044349,22.54405344
1223,0,2476,2663,1132175534,5133,primary_link, , ,F,0,0,F,F,0.002112941,1,0.001412914,114.0626439,22.54408445
1224,0,2477,1887,996207990,5113,primary,彩田路, ,F,0,0,F,F,0.004461543,1,0.001439304,114.0627928,22.54407375
1225,0,2489,404,96334027,5113,primary,红荔路, ,F,0,1,T,F,0.003684687,1,0.001221487,114.0226677,22.54507059
1226,0,2490,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.003150799,114.0467174,22.54530137
1227,0,2490,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.003150799,114.0457438,22.54528397
1228,0,2490,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.003150799,114.0447702,22.54526661
1229,0,2492,1287,776182825,5115,tertiary,民田路, ,F,0,0,F,F,0.007710131,1,0.002343989,114.0477466,22.54430905
1230,0,2492,1287,776182825,5115,tertiary,民田路, ,F,0,0,F,F,0.007710131,1,0.002343989,114.047765,22.5433355
1231,0,2493,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.002924219,114.049714,22.54535524
1232,0,2493,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.002924219,114.0487405,22.54533773
1233,0,2493,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.002924219,114.0477669,22.54532025
1234,0,2505,554,222975891,5115,tertiary,燕南路, ,F,20,0,F,F,0.008639226,1,0.002019683,114.0879493,22.54441904
1235,0,2505,554,222975891,5115,tertiary,燕南路, ,F,20,0,F,F,0.008639226,1,0.002019683,114.0879612,22.54344543
1236,0,2506,2148,996762391,5114,secondary,华富路, ,F,40,0,F,F,0.002254771,1,0.001659535,114.0761268,22.54441185
1237,0,2510,56,26920821,5115,tertiary,振中路, ,F,30,0,F,F,0.003059351,1,0.003128796,114.0770819,22.54539634
1238,0,2510,56,26920821,5115,tertiary,振中路, ,F,30,0,F,F,0.003059351,1,0.003128796,114.0780556,22.54540502
1239,0,2510,56,26920821,5115,tertiary,振中路, ,F,30,0,F,F,0.003059351,1,0.003128796,114.0790293,22.54541278
1240,0,2511,22,25482041,5114,secondary,中航路, ,B,30,0,F,F,0.002223508,1,0.002290021,114.079242,22.54444134
1241,0,2511,22,25482041,5114,secondary,中航路, ,B,30,0,F,F,0.002223508,1,0.002290021,114.0792557,22.54346772
1242,0,2516,2568,1080860982,5113,primary,红荔路, ,F,0,0,F,F,0.003523804,1,0.002670372,114.0235447,22.54506405
1243,0,2516,2568,1080860982,5113,primary,红荔路, ,F,0,0,F,F,0.003523804,1,0.002670372,114.0244966,22.54526842
1244,0,2518,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.005996091,114.0565246,22.54545821
1245,0,2518,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.005996091,114.055551,22.54544396
1246,0,2518,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.005996091,114.0545774,22.54542978
1247,0,2518,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.005996091,114.0536037,22.54541555
1248,0,2518,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.005996091,114.0526301,22.54540128
1249,0,2518,1056,616988561,5115,tertiary,福中三路, ,F,0,0,F,F,0.013798261,1,0.005996091,114.0516565,22.54538701
1250,0,2525,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.003255918,114.0889038,22.54537291
1251,0,2525,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.003255918,114.0898758,22.54542111
1252,0,2525,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.003255918,114.0908485,22.545455
1253,0,2526,1644,893910561,5113,primary,上步中路, ,F,0,0,F,F,0.005310091,1,0.001615642,114.0911856,22.5444839
1254,0,2529,1895,996207998,5115,tertiary,海田路, ,F,0,0,F,F,0.001977669,1,0.00199398,114.060348,22.54450008
1255,0,2529,1895,996207998,5115,tertiary,海田路, ,F,0,0,F,F,0.001977669,1,0.00199398,114.0603859,22.5435352
1256,0,2545,2562,1080860974,5113,primary,红荔路, ,F,0,0,F,F,0.003401932,1,0.002533562,114.0240664,22.54544548
1257,0,2545,2562,1080860974,5113,primary,红荔路, ,F,0,0,F,F,0.003401932,1,0.002533562,114.0231013,22.54532124
1258,0,2546,1087,627687969,5113,primary,红荔路, ,F,0,0,F,F,0.001436908,1,0.001432142,114.0240798,22.54530949
1259,0,2547,1898,996208001,5115,tertiary,福中三路, ,F,0,0,F,F,0.002413183,1,0.001972152,114.0593091,22.54549894
1260,0,2547,1898,996208001,5115,tertiary,福中三路, ,F,0,0,F,F,0.002413183,1,0.001972152,114.0583355,22.54548483
1261,0,2551,1892,996207995,5115,tertiary,福中三路, ,F,0,0,F,F,0.00208383,1,0.001806526,114.0612116,22.54552684
1262,0,2552,2828,1255153659,5115,tertiary,振中路, ,F,30,0,F,F,0.002395343,1,0.002395343,114.0801991,22.54556401
1263,0,2552,2828,1255153659,5115,tertiary,振中路, ,F,30,0,F,F,0.002395343,1,0.002395343,114.0811706,22.54559414
1264,0,2553,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.001142325,114.0825921,22.54561028
1265,0,2554,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.003862543,114.0850587,22.54558975
1266,0,2554,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.003862543,114.086025,22.54548237
1267,0,2554,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.003862543,114.0869933,22.54539962
1268,0,2555,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.001629163,113.9988929,22.54546203
1269,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.0004906,22.54514459
1270,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.0014186,22.54485179
1271,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.0023412,22.54454045
1272,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.0032595,22.54421692
1273,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.004146,22.5438162
1274,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.005002,22.5433521
1275,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.0058512,22.54287572
1276,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.0066726,22.54235309
1277,0,2556,348,45730643,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.011054711,1,0.009249395,114.007468,22.5417915
1278,0,2559,1157,643527683,5114,secondary,华发北路, ,F,40,0,F,F,0.008112702,1,0.002372265,114.0841003,22.54461476
1279,0,2559,1157,643527683,5114,secondary,华发北路, ,F,40,0,F,F,0.008112702,1,0.002372265,114.0841075,22.54364106
1280,0,2562,522,177228961,5115,tertiary,振中路, ,F,30,0,F,F,0.009672822,1,0.001339184,114.0837312,22.54567486
1281,0,2584,301,44376675,5113,primary,红岭中路, ,F,0,0,F,F,0.007646074,1,0.002055971,114.099546,22.54534354
1282,0,2584,301,44376675,5113,primary,红岭中路, ,F,0,0,F,F,0.007646074,1,0.002055971,114.0995597,22.54436991
1283,0,2585,606,239572652,5115,tertiary,大剧院北街, ,B,0,0,F,F,0.001470339,1,0.001540357,114.1001011,22.54631392
1284,0,2586,605,239572651,5115,tertiary,蔡屋围一街, ,B,0,0,F,F,0.003262479,1,0.002153133,114.1011004,22.54514177
1285,0,2586,605,239572651,5115,tertiary,蔡屋围一街, ,B,0,0,F,F,0.003262479,1,0.002153133,114.1010787,22.54611525
1286,0,2587,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002110254,113.9979077,22.54626242
1287,0,2587,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002110254,113.9969937,22.54593326
1288,0,2590,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002955179,114.0017336,22.54670852
1289,0,2590,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002955179,114.0007648,22.5466104
1290,0,2590,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002955179,113.999796,22.54651232
1291,0,2591,1096,633620723,5114,secondary, , ,F,0,0,F,F,0.008600593,1,0.001873488,113.999147,22.54676096
1292,0,2593,2036,996625943,5113,primary,益田路, ,F,0,0,F,F,0.002554656,1,0.001079046,114.051129,22.54586364
1293,0,2594,620,245389547,5113,primary,新洲路, ,F,0,0,F,F,0.007197268,1,0.001144094,114.0443158,22.54591609
1294,0,2595,2129,996752266,5113,primary,金田路, ,F,0,0,F,F,0.002371957,1,0.00115807,114.0579453,22.54593918
1295,0,2599,2827,1255153658,5114,secondary,华富路, ,F,40,0,F,F,0.00163607,1,0.001636089,114.0760956,22.54604764
1296,0,2601,510,157205174,5114,secondary,振华路, ,F,0,0,F,F,0.007712185,1,0.002263761,114.0773063,22.54703967
1297,0,2601,510,157205174,5114,secondary,振华路, ,F,0,0,F,F,0.007712185,1,0.002263761,114.0782799,22.54705454
1298,0,2603,55,26920155,5114,secondary,中航路, ,B,30,0,F,F,0.00164884,1,0.00164884,114.0792301,22.5463881
1299,0,2604,1096,633620723,5114,secondary, , ,F,0,0,F,F,0.008600593,1,0.002138435,114.0012747,22.54697405
1300,0,2604,1096,633620723,5114,secondary, , ,F,0,0,F,F,0.008600593,1,0.002138435,114.0003065,22.54687071
1301,0,2607,510,157205174,5114,secondary,振华路, ,F,0,0,F,F,0.007712185,1,0.003525076,114.0801989,22.54708224
1302,0,2607,510,157205174,5114,secondary,振华路, ,F,0,0,F,F,0.007712185,1,0.003525076,114.0811726,22.54709662
1303,0,2607,510,157205174,5114,secondary,振华路, ,F,0,0,F,F,0.007712185,1,0.003525076,114.0821462,22.54711064
1304,0,2608,431,96936218,5115,tertiary, , ,B,0,0,F,F,0.001506551,1,0.00150655,114.0827554,22.5465866
1305,0,2609,510,157205174,5114,secondary,振华路, ,F,0,0,F,F,0.007712185,1,0.001321498,114.0837236,22.54713364
1306,0,2610,1157,643527683,5114,secondary,华发北路, ,F,40,0,F,F,0.008112702,1,0.001471017,114.0840837,22.54613745
1307,0,2617,18,25465109,5114,secondary,振华路, ,F,0,0,F,F,0.007185591,1,0.003831814,114.085045,22.54715327
1308,0,2617,18,25465109,5114,secondary,振华路, ,F,0,0,F,F,0.007185591,1,0.003831814,114.0860185,22.54717025
1309,0,2617,18,25465109,5114,secondary,振华路, ,F,0,0,F,F,0.007185591,1,0.003831814,114.0869921,22.54718611
1310,0,2618,554,222975891,5115,tertiary,燕南路, ,F,20,0,F,F,0.008639226,1,0.001808682,114.0879189,22.54622746
1311,0,2619,2024,996625929,5114,secondary,福中路, ,F,40,0,F,F,0.002360852,1,0.002057746,114.0456318,22.54727654
1312,0,2619,2024,996625929,5114,secondary,福中路, ,F,40,0,F,F,0.002360852,1,0.002057746,114.0466054,22.54729067
1313,0,2622,2023,996625928,5115,tertiary,民田路, ,F,0,0,F,F,0.001213902,1,0.001213902,114.0477096,22.54625429
1314,0,2626,18,25465109,5114,secondary,振华路, ,F,0,0,F,F,0.007185591,1,0.002289178,114.0898428,22.54723277
1315,0,2626,18,25465109,5114,secondary,振华路, ,F,0,0,F,F,0.007185591,1,0.002289178,114.0908164,22.54724867
1316,0,2627,1644,893910561,5113,primary,上步中路, ,F,0,0,F,F,0.005310091,1,0.001797172,114.091183,22.54628096
1317,0,2628,2035,996625942,5114,secondary,福中路, ,F,40,0,F,F,0.0033864,1,0.002379814,114.0490326,22.54732537
1318,0,2628,2035,996625942,5114,secondary,福中路, ,F,40,0,F,F,0.0033864,1,0.002379814,114.0500062,22.54733935
1319,0,2646,2112,996752249,5114,secondary,福中路, ,F,40,0,F,F,0.003026858,1,0.001781488,114.0594408,22.54747913
1320,0,2647,1893,996207996,5115,tertiary,海田路, ,F,0,0,F,F,0.002010901,1,0.001863975,114.0603148,22.54644467
1321,0,2655,301,44376675,5113,primary,红岭中路, ,F,0,0,F,F,0.007646074,1,0.001122418,114.0995326,22.54646587
1322,0,2663,65,31354891,5115,tertiary,红宝路, ,B,0,0,F,F,0.005677288,1,0.001531306,114.1004926,22.54745177
1323,0,2664,605,239572651,5115,tertiary,蔡屋围一街, ,B,0,0,F,F,0.003262479,1,0.001169675,114.1010581,22.54729448
1324,0,2665,1048,616988514,5114,secondary,福中路, ,F,40,0,F,F,0.006217333,1,0.005534863,114.0527585,22.54738047
1325,0,2665,1048,616988514,5114,secondary,福中路, ,F,40,0,F,F,0.006217333,1,0.005534863,114.0537321,22.54739483
1326,0,2665,1048,616988514,5114,secondary,福中路, ,F,40,0,F,F,0.006217333,1,0.005534863,114.0547058,22.54740918
1327,0,2665,1048,616988514,5114,secondary,福中路, ,F,40,0,F,F,0.006217333,1,0.005534863,114.0556794,22.54742354
1328,0,2665,1048,616988514,5114,secondary,福中路, ,F,40,0,F,F,0.006217333,1,0.005534863,114.056653,22.54743777
1329,0,2674,2506,1057874094,5112,trunk,皇岗路, ,F,0,0,F,F,0.006355409,1,0.002033548,114.0679211,22.54660512
1330,0,2674,2506,1057874094,5112,trunk,皇岗路, ,F,0,0,F,F,0.006355409,1,0.002033548,114.0679838,22.54563479
1331,0,2675,1890,996207993,5114,secondary,福中路, ,F,40,0,F,F,0.001876228,1,0.001778384,114.0613193,22.54750583
1332,0,2682,1630,892901032,5113,primary,香梅路, ,F,0,0,F,F,0.003787115,1,0.003700155,114.0347281,22.54665751
1333,0,2682,1630,892901032,5113,primary,香梅路, ,F,0,0,F,F,0.003787115,1,0.003700155,114.0349117,22.54570126
1334,0,2682,1630,892901032,5113,primary,香梅路, ,F,0,0,F,F,0.003787115,1,0.003700155,114.0350953,22.54474501
1335,0,2685,919,512534127,5114,secondary,福中路, ,F,40,0,F,F,0.004962473,1,0.004433087,114.0643235,22.54755457
1336,0,2685,919,512534127,5114,secondary,福中路, ,F,40,0,F,F,0.004962473,1,0.004433087,114.0652971,22.54756984
1337,0,2685,919,512534127,5114,secondary,福中路, ,F,40,0,F,F,0.004962473,1,0.004433087,114.0662707,22.5475859
1338,0,2685,919,512534127,5114,secondary,福中路, ,F,40,0,F,F,0.004962473,1,0.004433087,114.0672443,22.54760305
1339,0,2692,973,545681211,5113,primary,香蜜湖路辅路, ,F,0,0,F,F,0.014194099,1,0.002258659,114.0216172,22.54654519
1340,0,2692,973,545681211,5113,primary,香蜜湖路辅路, ,F,0,0,F,F,0.014194099,1,0.002258659,114.0212056,22.54742738
1341,0,2693,1041,616351221,5114,secondary,振华西路, ,F,40,0,F,F,0.002759995,1,0.002263075,114.0744178,22.54744274
1342,0,2693,1041,616351221,5114,secondary,振华西路, ,F,40,0,F,F,0.002759995,1,0.002263075,114.0753626,22.54720694
1343,0,2697,627,245744478,5113,primary,香蜜湖路辅路, ,F,0,0,F,F,0.007715656,1,0.002495228,114.0210443,22.5469222
1344,0,2697,627,245744478,5113,primary,香蜜湖路辅路, ,F,0,0,F,F,0.007715656,1,0.002495228,114.0213899,22.54601321
1345,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0330718,22.54776393
1346,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0321382,22.54748743
1347,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.031208,22.54719956
1348,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0302786,22.54690921
1349,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0293482,22.54662193
1350,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0284163,22.54633956
1351,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0274844,22.54605719
1352,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0265518,22.54577748
1353,0,2705,1838,996188211,5113,primary,红荔路, ,F,0,0,F,F,0.009596515,1,0.009190306,114.0256018,22.54556732
1354,0,2709,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002682766,114.0044593,22.54743163
1355,0,2709,346,45730641,5113,primary,侨香路, ,F,0,0,F,F,0.010232975,1,0.002682766,114.0035732,22.54703097
1356,0,2721,555,222976238,5114,secondary,振华西路, ,F,40,0,F,F,0.005440127,1,0.004759423,114.0694072,22.54789543
1357,0,2721,555,222976238,5114,secondary,振华西路, ,F,40,0,F,F,0.005440127,1,0.004759423,114.070366,22.54806483
1358,0,2721,555,222976238,5114,secondary,振华西路, ,F,40,0,F,F,0.005440127,1,0.004759423,114.0713372,22.5481069
1359,0,2721,555,222976238,5114,secondary,振华西路, ,F,40,0,F,F,0.005440127,1,0.004759423,114.072299,22.5479656
1360,0,2722,929,535064404,5112,trunk,香蜜湖路, ,F,0,1,F,F,0.008979623,1,0.002691721,114.0210616,22.54728765
1361,0,2722,929,535064404,5112,trunk,香蜜湖路, ,F,0,1,F,F,0.008979623,1,0.002691721,114.0214584,22.54639901
1362,0,2726,443,96944975,5115,tertiary,益民路, ,B,0,0,F,F,0.002670801,1,0.002733062,114.092114,22.54775257
1363,0,2726,443,96944975,5115,tertiary,益民路, ,B,0,0,F,F,0.002670801,1,0.002733062,114.0930843,22.54778631
1364,0,2727,442,96944884,5115,tertiary,同心路, ,B,0,0,F,F,0.006679927,1,0.005501116,114.0951572,22.54440719
1365,0,2727,442,96944884,5115,tertiary,同心路, ,B,0,0,F,F,0.006679927,1,0.005501116,114.0951477,22.54538085
1366,0,2727,442,96944884,5115,tertiary,同心路, ,B,0,0,F,F,0.006679927,1,0.005501116,114.0951324,22.54635445
1367,0,2727,442,96944884,5115,tertiary,同心路, ,B,0,0,F,F,0.006679927,1,0.005501116,114.0950077,22.5472685
1368,0,2727,442,96944884,5115,tertiary,同心路, ,B,0,0,F,F,0.006679927,1,0.005501116,114.0941645,22.54771088
1369,0,2729,408,96334315,5114,secondary,农林路, ,F,0,0,F,F,0.006868736,1,0.005718449,114.0096709,22.54749211
1370,0,2729,408,96334315,5114,secondary,农林路, ,F,0,0,F,F,0.006868736,1,0.005718449,114.010313,22.54676235
1371,0,2729,408,96334315,5114,secondary,农林路, ,F,0,0,F,F,0.006868736,1,0.005718449,114.0108749,22.54596707
1372,0,2729,408,96334315,5114,secondary,农林路, ,F,0,0,F,F,0.006868736,1,0.005718449,114.0114054,22.54515146
1373,0,2729,408,96334315,5114,secondary,农林路, ,F,0,0,F,F,0.006868736,1,0.005718449,114.0117768,22.54425323
1374,0,2732,65,31354891,5115,tertiary,红宝路, ,B,0,0,F,F,0.005677288,1,0.001387882,114.1018242,22.54807162
1375,0,2733,604,239572649,5115,tertiary,蔡屋围五街, ,B,0,0,F,F,0.005006029,1,0.00500603,114.1018993,22.54498527
1376,0,2733,604,239572649,5115,tertiary,蔡屋围五街, ,B,0,0,F,F,0.005006029,1,0.00500603,114.1022206,22.54569088
1377,0,2733,604,239572649,5115,tertiary,蔡屋围五街, ,B,0,0,F,F,0.005006029,1,0.00500603,114.1025136,22.54628032
1378,0,2733,604,239572649,5115,tertiary,蔡屋围五街, ,B,0,0,F,F,0.005006029,1,0.00500603,114.1023328,22.54723705
1379,0,2733,604,239572649,5115,tertiary,蔡屋围五街, ,B,0,0,F,F,0.005006029,1,0.00500603,114.1021821,22.54819887
1380,0,2742,1770,971043224,5115,tertiary,安托山六路, ,F,0,0,F,F,0.002978129,1,0.001077129,114.0040281,22.54772138
1381,0,2743,2603,1081152924,5115,tertiary,侨乡二道, ,B,20,0,F,F,0.002658171,1,0.002693286,114.0022831,22.54868112
1382,0,2743,2603,1081152924,5115,tertiary,侨乡二道, ,B,20,0,F,F,0.002658171,1,0.002693286,114.0032568,22.54868797
1383,0,2744,2336,1050921373,5113,primary,红荔路, ,F,0,0,F,F,0.004989443,1,0.001610778,114.0355896,22.54845879
1384,0,2745,1096,633620723,5114,secondary, , ,F,0,0,F,F,0.008600593,1,0.001383744,114.0049728,22.54820544
1385,0,2750,620,245389547,5113,primary,新洲路, ,F,0,0,F,F,0.007197268,1,0.001321449,114.0442788,22.54799102
1386,0,2751,2268,1050511772,5115,tertiary,海田路, ,F,0,0,F,F,0.001584124,1,0.001437047,114.0602878,22.5480284
1387,0,2752,1198,674563578,5114,secondary, , ,F,0,0,F,F,0.001420636,1,0.001965418,114.0061261,22.54851449
1388,0,2752,1198,674563578,5114,secondary, , ,F,0,0,F,F,0.001420636,1,0.001965418,114.0069574,22.5490193
1389,0,2754,1644,893910561,5113,primary,上步中路, ,F,0,0,F,F,0.005310091,1,0.001320787,114.0911348,22.54809762
1390,0,2755,2147,996762390,5114,secondary,华富路, ,F,40,0,F,F,0.003311866,1,0.001672715,114.0760556,22.54813879
1391,0,2756,2765,1216685950,5114,secondary,农林路, ,F,0,0,F,F,0.001821252,1,0.001774561,114.0081516,22.54858945
1392,0,2757,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.001413407,114.0764766,22.54912273
1393,0,2758,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.001138604,114.0776152,22.54913083
1394,0,2759,58,27082122,5115,tertiary,中航路, ,B,0,0,F,F,0.002074213,1,0.002074213,114.0785928,22.54803292
1395,0,2759,58,27082122,5115,tertiary,中航路, ,B,0,0,F,F,0.002074213,1,0.002074213,114.0785893,22.54900664
1396,0,2762,440,96944599,5115,tertiary,同福路, ,B,0,0,F,F,0.001782334,1,0.001849307,114.0920926,22.54915893
1397,0,2763,442,96944884,5115,tertiary,同心路, ,B,0,0,F,F,0.006679927,1,0.001254546,114.0931439,22.54895094
1398,0,2764,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.004629049,114.0830711,22.54918023
1399,0,2764,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.004629049,114.0820975,22.54917008
1400,0,2764,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.004629049,114.0811238,22.5491599
1401,0,2764,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.004629049,114.0801501,22.54914968
1402,0,2765,38,25531349,5114,secondary,华发北路, ,F,40,0,F,F,0.008114111,1,0.002042046,114.0840578,22.54820709
1403,0,2765,38,25531349,5114,secondary,华发北路, ,F,40,0,F,F,0.008114111,1,0.002042046,114.0840702,22.54723345
1404,0,2767,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.003835444,114.0869063,22.54922608
1405,0,2767,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.003835444,114.0859326,22.54921397
1406,0,2767,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.003835444,114.084959,22.54920183
1407,0,2768,554,222975891,5115,tertiary,燕南路, ,F,20,0,F,F,0.008639226,1,0.002037331,114.0878909,22.54826459
1408,0,2768,554,222975891,5115,tertiary,燕南路, ,F,20,0,F,F,0.008639226,1,0.002037331,114.0879011,22.54729092
1409,0,2770,16,25448306,5115,tertiary,甘泉路, ,F,0,0,F,F,0.002033484,1,0.002033485,114.0888547,22.54827656
1410,0,2770,16,25448306,5115,tertiary,甘泉路, ,F,0,0,F,F,0.002033484,1,0.002033485,114.088868,22.54730293
1411,0,2771,77,34900309,5115,tertiary,福中一路, ,F,0,0,F,F,0.003405361,1,0.003142839,114.0466453,22.54927855
1412,0,2771,77,34900309,5115,tertiary,福中一路, ,F,0,0,F,F,0.003405361,1,0.003142839,114.0456717,22.5492638
1413,0,2771,77,34900309,5115,tertiary,福中一路, ,F,0,0,F,F,0.003405361,1,0.003142839,114.0446981,22.54924747
1414,0,2772,1070,617162829,5115,tertiary,民田路, ,F,0,0,F,F,0.003615525,1,0.001871118,114.0476712,22.54828256
1415,0,2773,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.002275395,114.0901434,22.54923904
1416,0,2773,568,223876513,5115,tertiary,振兴路, ,F,30,0,F,F,0.015348456,1,0.002275395,114.0891697,22.54924739
